Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_Stima_Minimo_05perc,sojournTimeU1_vec:vector_Stima_Massimo_95perc,sojournTimeU2_vec:vector_Stima_Minimo_05perc,sojournTimeU2_vec:vector_Stima_Massimo_95perc
Config1,3.5,3.0,4.0,0.8,0.9,9.090917723396023,52881.66988503367,34543.6943680343,59330.359600221076
Config1,3.5,3.0,5.0,0.4,0.6,2.4943978170409977,63.10056339714156,3884.914677544098,24431.44173410733
Config1,3.5,3.0,5.0,0.4,0.8,3.649520009811819,15874.841219540438,18730.476717081616,57364.640681911565
Config1,3.5,3.0,5.0,0.4,0.9,3.759509641493626,48003.87321149942,20043.580575175303,59620.839068421395
Config1,3.5,3.0,5.0,0.6,0.6,2.715811029235097,95.26706836616464,4109.2808856590245,25432.641620647693
Config1,3.5,3.0,5.0,0.6,0.8,3.681150137754323,37259.51377567211,18643.714519279078,56761.78787697122
Config1,3.5,3.0,5.0,0.6,0.9,3.7589505704246533,51464.73211619561,19622.034406599265,59316.086916390814
Config1,3.5,3.0,5.0,0.8,0.6,3.2427908306554296,193.54596135305678,4606.590856532213,27019.400286379067
Config1,3.5,3.0,5.0,0.8,0.8,4.20738100350158,43433.860772793174,17587.082722946998,56337.0251043991
Config1,3.5,3.0,5.0,0.8,0.9,4.34575695295964,52436.65358442959,19015.178932542985,58581.12749554626
Config1,3.5,3.0,6.0,0.4,0.6,2.3535859939699435,57.3680618661449,8.312873765615063,613.1517439453286
Config1,3.5,3.0,6.0,0.4,0.8,3.6462780917449824,1202.950361822325,14526.690251797718,54933.90242986335
